,Unnamed: 0,Question,Mark Scheme,Question Type
81,81,The introduction of new technology will increase efficiency but will also cause an increase in unemployment.Discuss the extent to which you agree with this statement. [13],"b

The introduction of new technology will increase efficiency but will also cause an increase in unemployment.Discuss the extent to which you agree with this statement?
An increase in productivity will produce a more efficient outcome in an economy. An increase in productivity will be attained when there is an increase in output per unit of resource used in a given time period. This is usually measured by an increase in output per unit of labour employed in a given time period. The introduction of new technology in form of more advanced, more efficient machinery, should enable labour to increase productivity. However, this increase in productivity is often achieved by substituting capital for labour. As a result the level of unemployment will rise.
It should be noted that this is usually linked to a specific type of unemployment known as structural unemployment. There are a number of causes of unemployment for example, cyclical unemployment which are not linked to the introduction of new technology. Therefore, to some extent the statement might be correct in that structural unemployment might rise due to the substitution of capital for labour.
It is also necessary to distinguish between the short run immediate impact of the introduction of new technology. In the long run, it is possible that an increase in productivity will lead to falling prices, more consumer demand and ultimately more demand for labour. Also it is possible that the introduction of new technology will further reduce the cost of producing capital which will also lead to further increases in productivity. Further increases in productivity might then lead to a fall in the price of exported goods and a further increase in aggregate demand. In this case employment might rise in the long run.
L4 (9–13 marks): For an explanation of productivity and discussion of the link between an increase in productivity and an increase in structural unemployment. Analysis of the potential short run impact should be provided. Evaluative comment might discuss possible positive long run effects on the level of employment and the importance of the type of unemployment under consideration.
L4 (9–13 marks): For accurate but only partially developed analysis which explains what is meant by productivity and recognises that it will cause structural unemployment. The focus will be on the short run outcome. No discussion regarding long run outcomes and no conclusion will be provided
L2 (5–6 marks): For a mainly descriptive comment which explains productivity and structural unemployment. A limited attempt to link these concepts will be made but no attempt to address the question based on the specific statement will be provided
L1 (1–4 marks): For an answer that has some basic correct facts but includes irrelevancies and errors of theory

13


","A-Level, [13] marks"
83,83,Compare the impact of an increase in labour productivity on a firm in a monopsony labour market with an increase in labour productivity on a firm operating in a perfectly competitive labour market. [13],"b

Compare the impact of an increase in labour productivity on a firm in a monopsony labour market with an increase in labour productivity on a firm operating in a perfectly competitive labour market.
Answers should clearly identify and explain the key assumptions which explain the difference between these two labour markets. A monopsony market will consist of a single employer of labour; as a result the supply of labour to the firm will be upward sloping to the right. A profit maximising monopsonist employer will employ labour up to the point where the marginal cost of employing labour is equal to the marginal productivity of labour. A firm operating in a perfectly competitive labour market will pay a wage determined by the market as a whole. The firm will be a wage taker and the supply of labour to each firm will be perfectly elastic at the given wage.
Supporting diagrams in each case should clarify this difference. An increase in labour productivity would be reflected by an increase in the marginal physical product and therefore an increase in the marginal product of labour. In both market situations this would lead to a shift to the right of the firms MRP curve which is equivalent to an increase in the demand for labour. The impact in the case of monopsony will depend upon the extent of the increase in productivity. In a monopsony market, a significant increase in productivity will lead to a relatively higher increase in wages and employment but the extent of these changes will also be determined to some extent by the marginal cost of employing additional labour. In a perfectly competitive market, an increase in productivity will increase the demand for labour but the wage rate will remain the same.
L4 (9–13 marks): For an explanation of the difference between monopsony and a perfectly competitive labour market and a detailed analysis of the relationship between an increase in productivity, change in MRP and change in demand for labour. This analysis will then be applied to both markets and the respective impact of these changes on wages and employment in both markets will be compared.
L3 (7–8 marks): For competent analysis which clearly distinguishes between the two types of market and understands the relationship between changes in productivity, MRP and the demand for labour. An attempt should be made to compare the impact on wages and employment in both markets but the analysis will not be fully developed.
L2 (5–6 marks): For a brief and less clearly established link between labour productivity, MRP and the demand for labour. Some knowledge of the differences between the two types of labour market but only a very limited attempt to analyse the impact on one of the markets.
L1 (1–4 marks): For an answer that has some basic correct facts but includes irrelevancies and errors of theory.

13


","A-Level, [13] marks"
85,85,Limit pricing may sometimes be used by a monopoly. It creates a barrier to entry which benefits consumers in the short run but increases costs to the consumer in the long run.Discuss this statement. [13],"b

Limit pricing may sometimes be used by a monopoly. It creates a barrier to entry which benefits consumers in the short run but increases costs to the consumer in the long run.
Discuss this statement.
Monopoly firms will control the entire market or in some legal definitions, control at least 25% of the market. Barriers to entry will be used to prevent new firms entering the market and any subsequent loss of market share. It is also assumed that Monopoly firms will attempt to maximise profits and this will be achieved by letting the level of output be determined by the point where marginal costs (MC) = marginal revenue (MR). In some circumstances, when the market price falls to a relatively low level, it becomes possible for a new firm to enter the market and profit by charging a price which covers its costs. To prevent this, Monopoly firms might choose to lower their profit maximising but still cover costs and still maintain a satisfactory level of profits.
Monopolies can benefit from dynamic efficiency which is likely to lower average total costs compared to a new smaller firm attempting to enter the market. The new price is known as a Limit price and this can be shown with the help of a diagram which identifies a monopoly’s cost curve and a chosen limit price which is lower than the costs of the new firm. This is why limit pricing can act as a barrier to entry. On this basis it is likely that consumers will benefit in the short run due to a Monopoly firm’s decision to lower prices. However, in the long run, if the threat of entry has been removed and with it the threat to maintaining its market share, it is possible that a monopoly will then revert to its profit maximising policy. This will lead to higher prices which will have a negative impact on consumers and higher prices might now be maintained for a longer time period because the threat of competition has been removed.
Alternatively, the monopoly might invest the additional profits in research and development and achieve dynamic efficiency which will enable costs to be further reduced and low prices maintained.
L4 (9–13 marks): For an explanation of monopoly and why limit pricing might be used as a barrier to entry. The links between dynamic efficiency, low costs and the use of limit pricing as a barrier to entry should by analysed. The benefits to the consumer in the short run and potential costs in the long run should be evaluated and a conclusion provided.
L3 (7–8 marks): For a competent analysis of the relationship between a monopoly, dynamic efficiency, limit pricing and barriers to entry. Some limited comment will be made in relation to the potential difference to costs/benefits to the consumer in the short run and the long run.
L2 (5–6 marks): For a brief, descriptive approach which refers to monopoly and the use of limit pricing. Detailed analysis will not be provided to illustrate why limit pricing can act as a barrier to entry. No attempt to consider the difference between short and long run implications of pricing policy.
L1 (1–4 marks): For an answer that has some basic correct facts but includes irrelevancies and errors of theory.

13


","A-Level, [13] marks"
87,87,Pareto optimality can only be achieved when an economy is both productively and allocatively efficient. This will create a more equitable society.Discuss the extent to which you agree with this statement. [13],"b

Pareto optimality can only be achieved when an economy is both productively and allocatively efficient. This will create a more equitable society. Discuss the extent to which you agree with this statement.
Answers should provide a clear explanation that productive efficiency is achieved when a firm achieves minimum average total cost for a given level of output or alternatively when an economy is operating on its production possibility boundary. Allocative efficiency will be achieved when resources are allocated to ensure that the price of a unit charged to the consumer is equal to the marginal cost of producing that unit. In this case the firm will produce at an output where price (AR) = marginal cost (MC).
At a macroeconomic level, allocative efficiency will be attained when all resources are allocated to maximise consumer satisfaction in society. This will be attained when an economy is operating at one specific point on its production possibility curve. Pareto optimality will be achieved when it is not possible to make someone better off without making someone worse off. Any point below the production possibility curve would not be optimal because it would not fulfil this condition. Similarly an economy which is not operating at the unique allocatively efficient point on the production possibility curve would also not fulfil this condition, therefore the first part of the statement in the question is correct.
However, equity relates to an outcome where the distribution of income and/or wealth is considered to be fair. Governments can intervene, for example, through the use of re-distributive fiscal policies to produce a more equitable outcome but Pareto optimality which produces efficient outcomes will not automatically lead to a more equitable outcome. Thus the statement in the question is only partially correct.
L4 (9–13 marks): For a reasoned and clear discussion which explains productive and allocative efficiency. Each type of efficiency should by analysed from a macroeconomic perspective. The concept of Pareto optimality should be explained and clearly linked to both types of efficiency. The second part of the statement should be discussed by explaining what is meant by equity and discussing whether there is a link between Pareto optimality and equity. A conclusion should be provided.
L3 (7–8 marks): For a competent comment which clearly defines productive and allocative efficiency. Pareto optimality might be explained and partially linked to different types of efficiency. Equity would be briefly described but not clearly discussed in relation to Pareto optimality and no conclusion will be provided.
L2 (5–6 marks): For a descriptive explanation of both types of efficiency and a definition of Pareto optimality. The link between efficiency and Pareto optimality will not be clearly established and there will be no attempt to distinguish between efficiency and equity and no attempt made to address the specific question.
L1 (1–4 marks): For an answer that has some basic correct facts but includes irrelevancies and errors of theory.

13


","A-Level, [13] marks"
89,89,Discuss whether a government can achieve all its key macroeconomic aims simultaneously. [13],"b

Discuss whether a government can achieve all its key macroeconomic aims simultaneously.
Statement of a government's macroeconomic aims: low unemployment, low inflation, (The Phillips curve relationship), economic growth and balance of payments equilibrium. The use of aggregate demand (AD) and aggregate supply (AS) analysis to demonstrate the effect of under-employed and fully employed resources in the short run and long run.
L4 (9–13 marks) For an answer which analyses 2 conflicts in simultaneously achieving the macroeconomic aims of government. AD/AS analysis or an alternative form of analysis is used to show the effect on the achievement of these aims. A conclusion is reached for 12/13 marks. L3 (7–8 marks) For an answer which analyses 1 conflict in simultaneously achieving the macroeconomic aims of government. AD/AS or an alternative form of analysis is used to show the effect on the achievement of these aims. L2 (5–6 marks) For an answer which describes 2 macroeconomic aims of a government. L1 (1–4) For an answer which has some basic correct facts but includes irrelevancies. Errors of theory or omissions of analysis will be substantial.

13


","A-Level, [13] marks"
91,91,"Discuss whether in a period of very low interest rates, monetary policy alone can solve the problem of cyclical unemployment. [13]","b

Discuss whether in a period of low interest rates, monetary policy alone can resolve the problem of cyclical unemployment.
Monetary policy transmission mechanism and effect on demand in the economy. Limitations of low interest rates on ability to reduce rate of interest and provoke expansion. Fiscal policy as an alternative, multiplier effect, problems of size/timing of interventions.
L4 (9–13 marks) For an answer which develops an analysis of monetary and fiscal policy and applies them to the problem of cyclical unemployment. Some limitations of the policy(ies) are explained. A conclusion is reached for 12/13 marks. L3 (7–8 marks) For an answer which develops an analysis of monetary or fiscal policy and comments on the other policy, some application to the problem of cyclical unemployment is made. L2 (5–6 marks) For an answer which explains monetary or fiscal policy in a relevant context. L1 (1–4). For an answer which has some basic correct facts but includes irrelevancies. Errors of theory or omissions of analysis will be substantial.

13


","A-Level, [13] marks"
93,93,Discuss the extent to which a firm's ability to operate a policy of price discrimination is determined by the market structure in which that firm operates. [13],"b

Discuss the extent to which a firm's ability to operate a policy of price discrimination is determined by the market structure in which that firm operates.
Definition and explanation of price discrimination (PD). Necessary conditions for PD: able to set price, separate markets and differing PED. PD and perfect/imperfect market structures
L4 (9–13 marks) For an answer which develops an analysis of the consequences of the necessary conditions for PD on the price and output of a firm. Consideration is given to a form of market structure which enables the conditions of PD to be practiced. A conclusion is reached for 12/13 marks. L3 (7–8 marks) For an answer which develops an analysis of the consequences of the necessary conditions for PD on the price and output of a firm. L2 (5–6 marks) For an answer which defines and explains PD. Answer may be largely descriptive with limited if any link market structure. L1 (1–4 marks) For an answer which has some basic correct facts but includes irrelevancies. Errors of theory or omissions of analysis will be substantial.

13


","A-Level, [13] marks"
95,95,Discuss the extent to which positive externalities and negative externalities explain all forms of market failure. [13],"b

Discuss the extent to which positive externalities and negative externalities explain all forms of market failure.
Alternative forms of market failure, e.g. public goods, forms of non-perfect competition defined in terms of productive and allocative efficiency, forms of under employment of resources and, equality
L4 (9–13 marks) For an answer which develops an analysis of two alternative forms of market failure. A conclusion is reached for 12/13 marks. L3 (7–8 marks) For an answer which develops an analysis of one alternative form of market failure and comments on a second form. L2 (5–6 marks) For an answer which defines and explains alternative form(s) of market failure. L1 (1–4 marks) For an answer which has some basic correct facts but includes irrelevancies. Errors of theory or omissions of analysis will be substantial.

13


","A-Level, [13] marks"
97,97,The most important aim of a central bank is to control the money supply while the most important aim of a commercial (retail) bank is to maximise profits.Discuss the extent to which these two aims can be achieved together. [13],"b

The most important aim of a central bank is to control the money supply while the most important aim of a commercial (retail) bank is to maximise profits.
Discuss the extent to which these two aims can be achieved together.
Central banks have a number of important roles. One of the most important roles is the use of monetary policy to try and ensure financial stability and help a government to meet its target rate of inflation. Monetary policy would include the use of interest rate changes, exchange rate changes and controlling the money supply. The need to control the money supply is strongly linked to the relationship between the amount of money in an economy can have an important impact on the rate of inflation. Different policy instruments are available to a central bank to enable control of the money supply, these might include changes in interest rates and/or the use of open market operations.
Commercial banks are responsible for creating the largest proportion of the money supply, because banks grant loans which produce new bank deposits which automatically add to the money supply. Therefore, if a central bank increases interest rates, less borrowing from the commercial banks will take place, when bank lending falls bank deposits will fall. When this takes place, the central bank will have achieved its aim of decreasing the money supply. However, commercial bank lending is one of the main sources of commercial bank profits. On this basis one could argue that central bank policy is likely to lead to a fall in commercial bank profits. If this is true then it would seem that the two aims referred to in the statement in question are not compatible. But it could also be argued that the demand for bank loans might be interest inelastic. In this case higher interest rates are likely to lead to an increase in commercial bank profits and therefore the two aims might be compatible.
L4 (9–13 marks) For a response which explains why central banks would want to control the money supply and how commercial banks might maximise profits. Analysis of the impact of changes in the rate of interest on the money supply and also on commercial banks’ profits should be provided. A discussion of the extent to which the two aims are compatible should then follow, supported by a conclusion. L3 (7–8 marks) For an explanation of both aims and the mechanisms through which each aim might be achieve. Accurate developed analysis based on both aims stated in the question will be provided but there will be a very limited attempt to establish the extent to which both aims might be compatible. A conclusion will not be provided. L2 (5–6 marks) For a mainly descriptive comment which demonstrates understanding of why control of the money supply is an important aim of a central bank and also explains what the main influence on commercial bank profitability is. Analysis of how these two aims might be achieved will not be provided. L1 (1–4 marks) For an answer that has some basic correct facts but includes irrelevancies and errors of theory.

13


","A-Level, [13] marks"
99,99,"Distinguish between economic rent and transfer earnings and, with the help of diagrams, discuss why famous sports people receive much higher pay than street cleaners. [13]","b

Distinguish between economic rent and transfer earnings and with the help of diagrams discuss why famous sports people receive much higher pay than street cleaners.
Transfer earning is the minimum payment to a worker to remain in their job. Economic rent is that payment beyond that necessary to keep a factor of production in its current use. A diagram can be used to identify this difference in the labour market. Links between the elasticity of supply of labour and transfer earnings and economic rent can be further established with the help of diagrams. Famous sports people have special talents which mean that the supply of such players is limited and very inelastic. Provided there is a strong demand to watch tennis, then it is likely that famous sports people will receive very high pay. Moreover, because their particular skill is not transferable, most of a sports person's high pay will in the form of economic rent.
The supply of street cleaners is likely to be highly elastic because of the low skill levels required and the short training period necessary. Therefore, even if demand for street cleaners rose significantly, it is still unlikely that they would be able to gain a high pay rise. Also the combination of a high and elastic supply should lead to most of their pay consisting of transfer payments. It is possible for pay levels to fall for famous sports people if they fail to provide sufficient entertainment and the demand to watch an individual player falls or if there is a general decline in the demand to watch professional sports. It is also possible for pay levels of street cleaners to rise if they form part of a Trades Union or benefit from changes in government policy regarding the pay of workers in the public sector.
L4 (9–13 marks) For a response which uses diagrams to distinguish clearly between transfer earnings and economic rent. The links between these two concepts, the elasticity of supply of labour and the two types of labour will be then analysed. Some evaluative comment should be provided to discuss other factors than the elasticity of supply might influence the relative pay of each type of labour. A conclusion should be provided. L3 (7–8 marks) For competent analysis which links transfer earnings and economic rent to the elasticity of supply of labour. This analysis will then be extended to analyse why famous sports people are paid much higher than street cleaners. Alternative explanations relating to this pay difference will not be discussed and no conclusion will be provided. L2 (5–6 marks) For a brief and description of economic rent and transfer earnings. The links between elasticity of supply and different pay for tennis players and street cleaners will not be fully established. Supporting diagrams will not be clearly labelled and will not be used effectively to address the specific question. L1 (1–4 marks) For an answer that has some basic correct facts but includes irrelevancies and errors of theory.

13


","A-Level, [13] marks"
