,0,1,2,3,4,pred1,correct_label,text
0,0.9729216382359899,0.0038516483461395294,0.0006831433525237013,0.02254357006534676,0.0,electromagnetism,electromagnetism,switch value current function melting operate fuse electric becomes domestic much protect one another different voltage case prevent circuit transform relay large allow shock metal wiring
1,0.9186721052649041,0.011262126006602277,0.05152409360863506,0.0021694144429812946,0.01637226067687737,electromagnetism,electromagnetism,current fuse house work domestic position building wire much neutral operation bare positioned uninsulated circuit live left wall wiring
2,0.9356197326402163,0.013196870837274312,0.0007249467093086102,0.027852592692439324,0.02260585712076155,electromagnetism,electromagnetism,shock current fuse electric house work building wire hazard protect bare fire uninsulated usually circuit live left wall designed
3,0.8542549551422661,0.12417393921696938,0.0010964017109709359,0.020474703929793576,0.0,electromagnetism,electromagnetism,graph protect circuit current taken designed shown break usually time
4,0.947228368436807,0.01446050683961382,0.0,0.0036064538949539173,0.03470467082862512,electromagnetism,electromagnetism,connected circuit divider current taken diagram less resistor break potential
5,0.936434170719285,0.026957185434253673,0.0,0.002207878780831404,0.03440076506562981,electromagnetism,electromagnetism,connected divider circuit diagram resistor potential
6,0.9125856273012634,0.0,0.0,0.0019290204939014636,0.08548535220483518,electromagnetism,electromagnetism,blown reading circuit one voltmeter shown none lit
7,0.9785063364753838,0.0,0.0014587628458477859,0.015116421572182978,0.004918479106585557,electromagnetism,electromagnetism,blown supply connected circuit one two shown none correctly lit fuse
8,0.8222990610622051,0.11892424830922856,0.0,0.031923169759530766,0.026853520869035714,electromagnetism,electromagnetism,connected circuit quantity measured ampere meter unit two row volt three shown correctly
9,0.9305936755876594,0.027111092943331916,0.0,0.0025508386621047657,0.03974439280690395,electromagnetism,electromagnetism,reading part circuit switch diagram automatically street ammeter three used shown
10,0.883993867798306,0.06498226798659855,0.0,0.014834833041120911,0.03618903117397467,electromagnetism,electromagnetism,switch dark current diagram component used across measure part difference automatically effect connected street two row circuit evening resistance resistor potential
11,0.9208217162162101,0.07703797444346883,0.0,0.002140309340321078,0.0,electromagnetism,electromagnetism,measure connected circuit voltmeter difference current series parallel component ammeter two electrical used across potential
12,0.8400846218110735,0.044995955730655325,0.0,0.006930826375737049,0.1079885960825343,electromagnetism,electromagnetism,connected circuit diagram two electrical
13,0.8205782748055431,0.038707939463357426,0.0,0.004604642597737287,0.13610914313336211,electromagnetism,electromagnetism,lighting connected circuit resistance arrangement house series diagram parallel two combined could rather
14,0.9404765908380422,0.013294423906597115,0.0,0.003291240382483654,0.04293774487287704,electromagnetism,electromagnetism,lighting current polythene power fuse house thermistor variable connected rubbed one series cloth brightness less rod working supply turned circuit lamp taken added parallel relay become independently resistor rather
15,0.9218780215736488,0.03080176286775285,0.028922604220746155,0.0017157108101114196,0.016681900527740687,electromagnetism,electromagnetism,rubbed cloth wire resistance diagram charge final become polythene becomes negatively certain electrical rod move
16,0.7792555453911154,0.08115245913478045,0.002147017831016634,0.09226772302786598,0.045177254615221485,electromagnetism,electromagnetism,cause resistance change decrease increase diameter length pair nature property certain row electrical must may wire
17,0.6121674449318779,0.0006899048800179605,0.2519425795641962,0.09646969323774464,0.03873037738616329,electromagnetism,electromagnetism,vacuum cable outer paper conductor thin nature property helium central row travel sheet electrical insulation nucleus flexible stopped
